,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
5903,21,Maharashtra,49197040,36383348,12813692,2021-08-14 18:13:38
5904,22,Manipur,1440236,1173886,266350,2021-08-14 18:13:38
5905,23,Meghalaya,1226159,968800,257359,2021-08-14 18:13:38
5906,24,Mizoram,877800,660109,217691,2021-08-14 18:13:38
5907,25,Nagaland,807319,639379,167940,2021-08-14 18:13:38
5908,26,Odisha,19484581,15009657,4474924,2021-08-14 18:13:38
5909,27,Puducherry,773514,616278,157236,2021-08-14 18:13:38
5910,28,Punjab,10924652,8406019,2518633,2021-08-14 18:13:38
5911,29,Rajasthan,37515341,28531782,8983559,2021-08-14 18:13:38
5912,30,Sikkim,658871,500829,158042,2021-08-14 18:13:38
5913,31,Tamil Nadu,26647484,21748109,4899375,2021-08-14 18:13:38
5914,32,Telangana,16225803,12073689,4152114,2021-08-14 18:13:38
5915,33,Tripura,3260483,2433697,826786,2021-08-14 18:13:38
5916,34,Uttar Pradesh,57428408,48248265,9180143,2021-08-14 18:13:38
5917,35,Uttarakhand,7218311,5495857,1722454,2021-08-14 18:13:38
5918,36,West Bengal,34204672,24815523,9389149,2021-08-14 18:13:38
5919,37,Daman and Diu,297636,248720,48916,2021-08-14 18:13:38
5920,1,Andaman and Nicobar Islands,330234,232929,97305,2021-08-15 18:16:14
5921,2,Andhra Pradesh,25058752,18556425,6502327,2021-08-15 18:16:14
5922,3,Arunachal Pradesh,901552,701584,199968,2021-08-15 18:16:14
5923,4,Assam,14022958,11554754,2468204,2021-08-15 18:16:14
5924,5,Bihar,30131314,25253825,4877489,2021-08-15 18:16:14
5925,6,Chandigarh,986013,738600,247413,2021-08-15 18:16:14
5926,7,Chhattisgarh,12166221,9386828,2779393,2021-08-15 18:16:14
5927,8,Dadra and Nagar Haveli,391593,349766,41827,2021-08-15 18:16:14
5928,9,Delhi,11520061,8253115,3266946,2021-08-15 18:16:14
5929,10,Goa,1447325,1114583,332742,2021-08-15 18:16:14
5930,11,Gujarat,40204914,30410830,9794084,2021-08-15 18:16:14
5931,12,Haryana,13757949,10542178,3215771,2021-08-15 18:16:14
5932,13,Himachal Pradesh,6470471,4956151,1514320,2021-08-15 18:16:14
5933,14,Jammu and Kashmir,7135861,5558724,1577137,2021-08-15 18:16:14
5934,15,Jharkhand,10969847,8825717,2144130,2021-08-15 18:16:14
5935,16,Karnataka,34646813,26771175,7875638,2021-08-15 18:16:14
5936,17,Kerala,24271550,17583743,6687807,2021-08-15 18:16:14
5937,18,Ladakh,262367,189535,72832,2021-08-15 18:16:14
5938,19,Lakshadweep,69571,51679,17892,2021-08-15 18:16:14
5939,20,Madhya Pradesh,37805519,31705912,6099607,2021-08-15 18:16:14
5940,21,Maharashtra,49417779,36542493,12875286,2021-08-15 18:16:14
5941,22,Manipur,1440610,1174116,266494,2021-08-15 18:16:14
5942,23,Meghalaya,1226483,969057,257426,2021-08-15 18:16:14
5943,24,Mizoram,878165,660312,217853,2021-08-15 18:16:14
5944,25,Nagaland,807502,639478,168024,2021-08-15 18:16:14
5945,26,Odisha,19512140,15032444,4479696,2021-08-15 18:16:14
5946,27,Puducherry,774430,616708,157722,2021-08-15 18:16:14
5947,28,Punjab,11091599,8525700,2565899,2021-08-15 18:16:14
5948,29,Rajasthan,37557660,28563880,8993780,2021-08-15 18:16:14
5949,30,Sikkim,658871,500829,158042,2021-08-15 18:16:14
5950,31,Tamil Nadu,26778920,21859148,4919772,2021-08-15 18:16:14
5951,32,Telangana,16231172,12076465,4154707,2021-08-15 18:16:14
5952,33,Tripura,3261546,2434661,826885,2021-08-15 18:16:14
5953,34,Uttar Pradesh,57439020,48253669,9185351,2021-08-15 18:16:14
5954,35,Uttarakhand,7226639,5502376,1724263,2021-08-15 18:16:14
5955,36,West Bengal,34274635,24878430,9396205,2021-08-15 18:16:14
5956,37,Daman and Diu,297916,248730,49186,2021-08-15 18:16:14
5957,1,Andaman and Nicobar Islands,332382,234575,97807,2021-08-16 18:21:26
5958,2,Andhra Pradesh,25347496,18766558,6580938,2021-08-16 18:21:26
5959,3,Arunachal Pradesh,905595,702983,202612,2021-08-16 18:21:26
5960,4,Assam,14366898,11846600,2520298,2021-08-16 18:21:26
5961,5,Bihar,30615518,25651427,4964091,2021-08-16 18:21:26
5962,6,Chandigarh,998641,746589,252052,2021-08-16 18:21:26
5963,7,Chhattisgarh,12286996,9455555,2831441,2021-08-16 18:21:26
5964,8,Dadra and Nagar Haveli,393950,351018,42932,2021-08-16 18:21:26
5965,9,Delhi,11676224,8363190,3313034,2021-08-16 18:21:26
5966,10,Goa,1456645,1118736,337909,2021-08-16 18:21:26
5967,11,Gujarat,40759153,30859695,9899458,2021-08-16 18:21:26
5968,12,Haryana,13919006,10649067,3269939,2021-08-16 18:21:26
5969,13,Himachal Pradesh,6552764,5021594,1531170,2021-08-16 18:21:26
5970,14,Jammu and Kashmir,7195481,5600986,1594495,2021-08-16 18:21:26
5971,15,Jharkhand,11097436,8923172,2174264,2021-08-16 18:21:26
5972,16,Karnataka,35087989,27087109,8000880,2021-08-16 18:21:26
5973,17,Kerala,24620672,17884914,6735758,2021-08-16 18:21:26
5974,18,Ladakh,263273,189767,73506,2021-08-16 18:21:26
5975,19,Lakshadweep,69911,51757,18154,2021-08-16 18:21:26
5976,20,Madhya Pradesh,38414175,32187427,6226748,2021-08-16 18:21:26
5977,21,Maharashtra,50051399,36976735,13074664,2021-08-16 18:21:26
5978,22,Manipur,1449454,1176035,273419,2021-08-16 18:21:26
5979,23,Meghalaya,1233795,973549,260246,2021-08-16 18:21:26
5980,24,Mizoram,881472,661326,220146,2021-08-16 18:21:26
5981,25,Nagaland,811926,640922,171004,2021-08-16 18:21:26
5982,26,Odisha,19758762,15213854,4544908,2021-08-16 18:21:26
5983,27,Puducherry,776622,617869,158753,2021-08-16 18:21:26
5984,28,Punjab,11289395,8660796,2628599,2021-08-16 18:21:26
5985,29,Rajasthan,38079373,28927453,9151920,2021-08-16 18:21:26
5986,30,Sikkim,661133,501440,159693,2021-08-16 18:21:26
5987,31,Tamil Nadu,27106162,22128142,4978020,2021-08-16 18:21:26
5988,32,Telangana,16395083,12201806,4193277,2021-08-16 18:21:26
5989,33,Tripura,3267114,2436430,830684,2021-08-16 18:21:26
5990,34,Uttar Pradesh,59719134,50357384,9361750,2021-08-16 18:21:26
5991,35,Uttarakhand,7329500,5581275,1748225,2021-08-16 18:21:26
5992,36,West Bengal,34594855,25133142,9461713,2021-08-16 18:21:26
5993,37,Daman and Diu,299864,249165,50699,2021-08-16 18:21:26
5994,1,Andaman and Nicobar Islands,334172,235835,98337,2021-08-17 18:18:40
5995,2,Andhra Pradesh,25620940,18967154,6653786,2021-08-17 18:18:40
5996,3,Arunachal Pradesh,908960,704201,204759,2021-08-17 18:18:40
5997,4,Assam,14819255,12237070,2582185,2021-08-17 18:18:40
5998,5,Bihar,30883857,25867731,5016126,2021-08-17 18:18:40
5999,6,Chandigarh,1009159,752894,256265,2021-08-17 18:18:40
6000,7,Chhattisgarh,12382748,9509337,2873411,2021-08-17 18:18:40
6001,8,Dadra and Nagar Haveli,396890,352547,44343,2021-08-17 18:18:40
6002,9,Delhi,11833625,8478252,3355373,2021-08-17 18:18:40
6003,10,Goa,1464824,1122215,342609,2021-08-17 18:18:40
6004,11,Gujarat,41261649,31265880,9995769,2021-08-17 18:18:40
6005,12,Haryana,14094714,10765382,3329332,2021-08-17 18:18:40
6006,13,Himachal Pradesh,6642413,5089044,1553369,2021-08-17 18:18:40
6007,14,Jammu and Kashmir,7250930,5639824,1611106,2021-08-17 18:18:40
6008,15,Jharkhand,11202492,9000878,2201614,2021-08-17 18:18:40
6009,16,Karnataka,35470611,27351559,8119052,2021-08-17 18:18:40
6010,17,Kerala,24966698,18190464,6776234,2021-08-17 18:18:40
6011,18,Ladakh,264029,189909,74120,2021-08-17 18:18:40
6012,19,Lakshadweep,70217,51809,18408,2021-08-17 18:18:40
6013,20,Madhya Pradesh,38503086,32259085,6244001,2021-08-17 18:18:40
6014,21,Maharashtra,50751259,37443875,13307384,2021-08-17 18:18:40
6015,22,Manipur,1454380,1177344,277036,2021-08-17 18:18:40
6016,23,Meghalaya,1242105,978832,263273,2021-08-17 18:18:40
6017,24,Mizoram,883790,662166,221624,2021-08-17 18:18:40
6018,25,Nagaland,817475,642435,175040,2021-08-17 18:18:40
6019,26,Odisha,19961650,15349497,4612153,2021-08-17 18:18:40
6020,27,Puducherry,780530,620118,160412,2021-08-17 18:18:40
6021,28,Punjab,11370349,8714872,2655477,2021-08-17 18:18:40
6022,29,Rajasthan,38420423,29183372,9237051,2021-08-17 18:18:40
6023,30,Sikkim,663136,501993,161143,2021-08-17 18:18:40
6024,31,Tamil Nadu,27387261,22349790,5037471,2021-08-17 18:18:40
6025,32,Telangana,16536083,12313403,4222680,2021-08-17 18:18:40
6026,33,Tripura,3272217,2438539,833678,2021-08-17 18:18:40
6027,34,Uttar Pradesh,60602871,51119772,9483099,2021-08-17 18:18:40
6028,35,Uttarakhand,7434625,5661560,1773065,2021-08-17 18:18:40
6029,36,West Bengal,34955712,25422878,9532834,2021-08-17 18:18:40
6030,37,Daman and Diu,301966,249778,52188,2021-08-17 18:18:40
6031,1,Andaman and Nicobar Islands,335916,236656,99260,2021-08-18 18:21:20
6032,2,Andhra Pradesh,25828597,19110872,6717725,2021-08-18 18:21:20
6033,3,Arunachal Pradesh,912580,705987,206593,2021-08-18 18:21:20
6034,4,Assam,14977919,12366046,2611873,2021-08-18 18:21:20
6035,5,Bihar,31572570,26428430,5144140,2021-08-18 18:21:20
6036,6,Chandigarh,1018836,758525,260311,2021-08-18 18:21:20
6037,7,Chhattisgarh,12456696,9553600,2903096,2021-08-18 18:21:20
6038,8,Dadra and Nagar Haveli,399220,353563,45657,2021-08-18 18:21:20
6039,9,Delhi,11971591,8579961,3391630,2021-08-18 18:21:20
6040,10,Goa,1472747,1125584,347163,2021-08-18 18:21:20
6041,11,Gujarat,41647075,31489729,10157346,2021-08-18 18:21:20
6042,12,Haryana,14222155,10849387,3372768,2021-08-18 18:21:20
6043,13,Himachal Pradesh,6706768,5136089,1570679,2021-08-18 18:21:20
6044,14,Jammu and Kashmir,7293973,5670620,1623353,2021-08-18 18:21:20
6045,15,Jharkhand,11352940,9117420,2235520,2021-08-18 18:21:20
6046,16,Karnataka,35789528,27569057,8220471,2021-08-18 18:21:20
6047,17,Kerala,25251260,18442539,6808721,2021-08-18 18:21:20
6048,18,Ladakh,264932,190083,74849,2021-08-18 18:21:20
6049,19,Lakshadweep,70626,51869,18757,2021-08-18 18:21:20
6050,20,Madhya Pradesh,39139099,32769524,6369575,2021-08-18 18:21:20
6051,21,Maharashtra,51266638,37800898,13465740,2021-08-18 18:21:20
6052,22,Manipur,1463005,1178829,284176,2021-08-18 18:21:20
6053,23,Meghalaya,1249467,982907,266560,2021-08-18 18:21:20
6054,24,Mizoram,885995,662987,223008,2021-08-18 18:21:20
6055,25,Nagaland,821147,643950,177197,2021-08-18 18:21:20
6056,26,Odisha,20171783,15487442,4684341,2021-08-18 18:21:20
6057,27,Puducherry,783766,621958,161808,2021-08-18 18:21:20
6058,28,Punjab,11614039,8891483,2722556,2021-08-18 18:21:20
6059,29,Rajasthan,38517919,29251944,9265975,2021-08-18 18:21:20
6060,30,Sikkim,664637,502305,162332,2021-08-18 18:21:20
6061,31,Tamil Nadu,27644044,22544317,5099727,2021-08-18 18:21:20
6062,32,Telangana,16559401,12332088,4227313,2021-08-18 18:21:20
6063,33,Tripura,3275989,2440129,835860,2021-08-18 18:21:20
6064,34,Uttar Pradesh,61400425,51803342,9597083,2021-08-18 18:21:20
6065,35,Uttarakhand,7505161,5714400,1790761,2021-08-18 18:21:20
6066,36,West Bengal,35231443,25620728,9610715,2021-08-18 18:21:20
6067,37,Daman and Diu,303868,250276,53592,2021-08-18 18:21:20
6068,1,Andaman and Nicobar Islands,336018,236726,99292,2021-08-19 18:19:10
6069,2,Andhra Pradesh,26045892,19235144,6810748,2021-08-19 18:19:10
6070,3,Arunachal Pradesh,915605,707230,208375,2021-08-19 18:19:10
6071,4,Assam,15178105,12527918,2650187,2021-08-19 18:19:10
6072,5,Bihar,32075685,26840130,5235555,2021-08-19 18:19:10
6073,6,Chandigarh,1028192,763758,264434,2021-08-19 18:19:10
6074,7,Chhattisgarh,12560035,9612712,2947323,2021-08-19 18:19:10
6075,8,Dadra and Nagar Haveli,401309,354473,46836,2021-08-19 18:19:10
6076,9,Delhi,12116542,8686703,3429839,2021-08-19 18:19:10
6077,10,Goa,1480001,1128598,351403,2021-08-19 18:19:10
6078,11,Gujarat,42016737,31772089,10244648,2021-08-19 18:19:10
6079,12,Haryana,14432428,10994160,3438268,2021-08-19 18:19:10
6080,13,Himachal Pradesh,6773949,5184454,1589495,2021-08-19 18:19:10
6081,14,Jammu and Kashmir,7343362,5705595,1637767,2021-08-19 18:19:10
6082,15,Jharkhand,11447697,9187697,2260000,2021-08-19 18:19:10
6083,16,Karnataka,36077702,27751607,8326095,2021-08-19 18:19:10
6084,17,Kerala,25535739,18696587,6839152,2021-08-19 18:19:10
6085,18,Ladakh,265555,190166,75389,2021-08-19 18:19:10
6086,19,Lakshadweep,70902,51934,18968,2021-08-19 18:19:10
6087,20,Madhya Pradesh,39640383,33173404,6466979,2021-08-19 18:19:10
6088,21,Maharashtra,51490796,37951382,13539414,2021-08-19 18:19:10
6089,22,Manipur,1467726,1179893,287833,2021-08-19 18:19:10
6090,23,Meghalaya,1262710,989740,272970,2021-08-19 18:19:10
6091,24,Mizoram,889288,664714,224574,2021-08-19 18:19:10
6092,25,Nagaland,823090,644594,178496,2021-08-19 18:19:10
6093,26,Odisha,20332492,15586921,4745571,2021-08-19 18:19:10
6094,27,Puducherry,786698,623429,163269,2021-08-19 18:19:10
6095,28,Punjab,11846188,9055902,2790286,2021-08-19 18:19:10
6096,29,Rajasthan,38860053,29491563,9368490,2021-08-19 18:19:10
6097,30,Sikkim,665956,502629,163327,2021-08-19 18:19:10
6098,31,Tamil Nadu,27886374,22723196,5163178,2021-08-19 18:19:10
6099,32,Telangana,16700343,12444110,4256233,2021-08-19 18:19:10
6100,33,Tripura,3280267,2441641,838626,2021-08-19 18:19:10
6101,34,Uttar Pradesh,62396549,52665700,9730849,2021-08-19 18:19:10
6102,35,Uttarakhand,7591573,5780221,1811352,2021-08-19 18:19:10
6103,36,West Bengal,35532684,25845351,9687333,2021-08-19 18:19:10
6104,37,Daman and Diu,305500,250530,54970,2021-08-19 18:19:10
6105,1,Andaman and Nicobar Islands,337837,238179,99658,2021-08-20 18:21:17
6106,2,Andhra Pradesh,26096515,19263751,6832764,2021-08-20 18:21:17
6107,3,Arunachal Pradesh,918442,708575,209867,2021-08-20 18:21:17
6108,4,Assam,15350058,12663455,2686603,2021-08-20 18:21:17
6109,5,Bihar,32194046,26940956,5253090,2021-08-20 18:21:17
6110,6,Chandigarh,1036398,768189,268209,2021-08-20 18:21:17
6111,7,Chhattisgarh,12612280,9640675,2971605,2021-08-20 18:21:17
6112,8,Dadra and Nagar Haveli,403505,355321,48184,2021-08-20 18:21:17
6113,9,Delhi,12237895,8777612,3460283,2021-08-20 18:21:17
6114,10,Goa,1487338,1131653,355685,2021-08-20 18:21:17
6115,11,Gujarat,42312743,31982463,10330280,2021-08-20 18:21:17
6116,12,Haryana,14558597,11077161,3481436,2021-08-20 18:21:17
6117,13,Himachal Pradesh,6815755,5215169,1600586,2021-08-20 18:21:17
6118,14,Jammu and Kashmir,7381949,5732758,1649191,2021-08-20 18:21:17
6119,15,Jharkhand,11525938,9239728,2286210,2021-08-20 18:21:17
6120,16,Karnataka,36269786,27885291,8384495,2021-08-20 18:21:17
6121,17,Kerala,25707370,18848332,6859038,2021-08-20 18:21:17
6122,18,Ladakh,265782,190179,75603,2021-08-20 18:21:17
6123,19,Lakshadweep,71057,51953,19104,2021-08-20 18:21:17
6124,20,Madhya Pradesh,39687276,33201134,6486142,2021-08-20 18:21:17
6125,21,Maharashtra,51893056,38220286,13672770,2021-08-20 18:21:17
6126,22,Manipur,1473588,1181164,292424,2021-08-20 18:21:17
6127,23,Meghalaya,1273306,994954,278352,2021-08-20 18:21:17
6128,24,Mizoram,891461,665634,225827,2021-08-20 18:21:17
6129,25,Nagaland,825492,645807,179685,2021-08-20 18:21:17
6130,26,Odisha,20423455,15630632,4792823,2021-08-20 18:21:17
6131,27,Puducherry,787926,623858,164068,2021-08-20 18:21:17
6132,28,Punjab,11901633,9094455,2807178,2021-08-20 18:21:17
6133,29,Rajasthan,39295307,29808272,9487035,2021-08-20 18:21:17
6134,30,Sikkim,667404,503326,164078,2021-08-20 18:21:17
6135,31,Tamil Nadu,28026568,22813071,5213497,2021-08-20 18:21:17
6136,32,Telangana,16765148,12495741,4269407,2021-08-20 18:21:17
6137,33,Tripura,3286280,2443917,842363,2021-08-20 18:21:17
6138,34,Uttar Pradesh,63124748,53292226,9832522,2021-08-20 18:21:17
6139,35,Uttarakhand,7651999,5826433,1825566,2021-08-20 18:21:17
6140,36,West Bengal,35732638,25982305,9750333,2021-08-20 18:21:17
6141,37,Daman and Diu,307613,250785,56828,2021-08-20 18:21:17
6142,1,Andaman and Nicobar Islands,338649,238494,100155,2021-08-21 18:21:03
6143,2,Andhra Pradesh,26376494,19397710,6978784,2021-08-21 18:21:03
6144,3,Arunachal Pradesh,920803,709533,211270,2021-08-21 18:21:03
6145,4,Assam,15505770,12778164,2727606,2021-08-21 18:21:03
6146,5,Bihar,32340754,27047653,5293101,2021-08-21 18:21:03
6147,6,Chandigarh,1044255,772137,272118,2021-08-21 18:21:03
6148,7,Chhattisgarh,12661122,9667452,2993670,2021-08-21 18:21:03
6149,8,Dadra and Nagar Haveli,406270,356231,50039,2021-08-21 18:21:03
6150,9,Delhi,12326273,8839655,3486618,2021-08-21 18:21:03
6151,10,Goa,1500389,1136525,363864,2021-08-21 18:21:03
6152,11,Gujarat,42704072,32261271,10442801,2021-08-21 18:21:03
6153,12,Haryana,14675219,11151301,3523918,2021-08-21 18:21:03
6154,13,Himachal Pradesh,6864488,5249599,1614889,2021-08-21 18:21:03
6155,14,Jammu and Kashmir,7425649,5764782,1660867,2021-08-21 18:21:03
6156,15,Jharkhand,11586047,9281466,2304581,2021-08-21 18:21:03
6157,16,Karnataka,36757979,28186372,8571607,2021-08-21 18:21:03
6158,17,Kerala,25732732,18871478,6861254,2021-08-21 18:21:03
6159,18,Ladakh,267490,190402,77088,2021-08-21 18:21:03
6160,19,Lakshadweep,71168,51970,19198,2021-08-21 18:21:03
6161,20,Madhya Pradesh,40132616,33549545,6583071,2021-08-21 18:21:03
6162,21,Maharashtra,53001820,38992443,14009377,2021-08-21 18:21:03
6163,22,Manipur,1479234,1182201,297033,2021-08-21 18:21:03
6164,23,Meghalaya,1281244,998776,282468,2021-08-21 18:21:03
6165,24,Mizoram,891467,665491,225976,2021-08-21 18:21:03
6166,25,Nagaland,826449,646190,180259,2021-08-21 18:21:03
6167,26,Odisha,20501449,15667462,4833987,2021-08-21 18:21:03
6168,27,Puducherry,790559,624896,165663,2021-08-21 18:21:03
6169,28,Punjab,12155292,9276644,2878648,2021-08-21 18:21:03
6170,29,Rajasthan,39730502,30118587,9611915,2021-08-21 18:21:03
6171,30,Sikkim,667998,503480,164518,2021-08-21 18:21:03
6172,31,Tamil Nadu,28400390,23049434,5350956,2021-08-21 18:21:03
6173,32,Telangana,16862285,12568019,4294266,2021-08-21 18:21:03
6174,33,Tripura,3292339,2445730,846609,2021-08-21 18:21:03
6175,34,Uttar Pradesh,63438015,53346052,10091963,2021-08-21 18:21:03
6176,35,Uttarakhand,7727133,5882552,1844581,2021-08-21 18:21:03
6177,36,West Bengal,36085861,26205111,9880750,2021-08-21 18:21:03
6178,37,Daman and Diu,310695,251121,59574,2021-08-21 18:21:03
6179,1,Andaman and Nicobar Islands,338804,238632,100172,2021-08-22 18:08:25
6180,2,Andhra Pradesh,26392373,19407130,6985243,2021-08-22 18:08:25
6181,3,Arunachal Pradesh,921474,709957,211517,2021-08-22 18:08:25
6182,4,Assam,15544229,12806104,2738125,2021-08-22 18:08:25
6183,5,Bihar,32385361,27084998,5300363,2021-08-22 18:08:25
6184,6,Chandigarh,1044400,772206,272194,2021-08-22 18:08:25
6185,7,Chhattisgarh,12664612,9669567,2995045,2021-08-22 18:08:25
6186,8,Dadra and Nagar Haveli,406297,356256,50041,2021-08-22 18:08:25
6187,9,Delhi,12331595,8843029,3488566,2021-08-22 18:08:25
6188,10,Goa,1504657,1138119,366538,2021-08-22 18:08:25
6189,11,Gujarat,42711935,32266676,10445259,2021-08-22 18:08:25
6190,12,Haryana,14685406,11157831,3527575,2021-08-22 18:08:25
6191,13,Himachal Pradesh,6865755,5250505,1615250,2021-08-22 18:08:25
6192,14,Jammu and Kashmir,7459081,5789678,1669403,2021-08-22 18:08:25
6193,15,Jharkhand,11637614,9320808,2316806,2021-08-22 18:08:25
6194,16,Karnataka,36961711,28315377,8646334,2021-08-22 18:08:25
6195,17,Kerala,25828756,18958757,6869999,2021-08-22 18:08:25
6196,18,Ladakh,267495,190402,77093,2021-08-22 18:08:25
6197,19,Lakshadweep,71427,52015,19412,2021-08-22 18:08:25
6198,20,Madhya Pradesh,40155466,33569896,6585570,2021-08-22 18:08:25
6199,21,Maharashtra,53108876,39068649,14040227,2021-08-22 18:08:25
6200,22,Manipur,1480563,1182619,297944,2021-08-22 18:08:25
6201,23,Meghalaya,1281664,999069,282595,2021-08-22 18:08:25
6202,24,Mizoram,891467,665491,225976,2021-08-22 18:08:25
6203,25,Nagaland,826881,646381,180500,2021-08-22 18:08:25
6204,26,Odisha,20511039,15674261,4836778,2021-08-22 18:08:25
6205,27,Puducherry,791779,625280,166499,2021-08-22 18:08:25
6206,28,Punjab,12173653,9291146,2882507,2021-08-22 18:08:25
6207,29,Rajasthan,39750465,30133742,9616723,2021-08-22 18:08:25
6208,30,Sikkim,667998,503480,164518,2021-08-22 18:08:25
6209,31,Tamil Nadu,28619135,23199098,5420037,2021-08-22 18:08:25
6210,32,Telangana,16868907,12571032,4297875,2021-08-22 18:08:25
6211,33,Tripura,3292968,2446241,846727,2021-08-22 18:08:25
6212,34,Uttar Pradesh,63490334,53392597,10097737,2021-08-22 18:08:25
6213,35,Uttarakhand,7730236,5884620,1845616,2021-08-22 18:08:25
6214,36,West Bengal,36189171,26271758,9917413,2021-08-22 18:08:25
6215,37,Daman and Diu,310695,251121,59574,2021-08-22 18:08:25
6216,1,Andaman and Nicobar Islands,342919,241644,101275,2021-08-23 18:08:15
6217,2,Andhra Pradesh,26617476,19536901,7080575,2021-08-23 18:08:15
6218,3,Arunachal Pradesh,924980,711689,213291,2021-08-23 18:08:15
6219,4,Assam,15824476,13027506,2796970,2021-08-23 18:08:15
6220,5,Bihar,32803781,27414306,5389475,2021-08-23 18:08:15
6221,6,Chandigarh,1053291,777153,276138,2021-08-23 18:08:15
6222,7,Chhattisgarh,12727464,9701510,3025954,2021-08-23 18:08:15
6223,8,Dadra and Nagar Haveli,409056,357290,51766,2021-08-23 18:08:15
6224,9,Delhi,12474885,8943198,3531687,2021-08-23 18:08:15
6225,10,Goa,1513312,1142022,371290,2021-08-23 18:08:15
6226,11,Gujarat,43209673,32617832,10591841,2021-08-23 18:08:15
6227,12,Haryana,14837835,11254600,3583235,2021-08-23 18:08:15
6228,13,Himachal Pradesh,6918327,5283826,1634501,2021-08-23 18:08:15
6229,14,Jammu and Kashmir,7540685,5845988,1694697,2021-08-23 18:08:15
6230,15,Jharkhand,11801666,9445511,2356155,2021-08-23 18:08:15
6231,16,Karnataka,37534230,28699161,8835069,2021-08-23 18:08:15
6232,17,Kerala,26271086,19322808,6948278,2021-08-23 18:08:15
6233,18,Ladakh,270676,190799,79877,2021-08-23 18:08:15
6234,19,Lakshadweep,71915,52100,19815,2021-08-23 18:08:15
6235,20,Madhya Pradesh,40194021,33592605,6601416,2021-08-23 18:08:15
6236,21,Maharashtra,53904343,39634652,14269691,2021-08-23 18:08:15
6237,22,Manipur,1487866,1184233,303633,2021-08-23 18:08:15
6238,23,Meghalaya,1290770,1003690,287080,2021-08-23 18:08:15
6239,24,Mizoram,893912,666123,227789,2021-08-23 18:08:15
6240,25,Nagaland,831387,647574,183813,2021-08-23 18:08:15
6241,26,Odisha,20738805,15838232,4900573,2021-08-23 18:08:15
6242,27,Puducherry,795834,627086,168748,2021-08-23 18:08:15
6243,28,Punjab,12258485,9350489,2907996,2021-08-23 18:08:15
6244,29,Rajasthan,39966590,30289408,9677182,2021-08-23 18:08:15
6245,30,Sikkim,669161,504063,165098,2021-08-23 18:08:15
6246,31,Tamil Nadu,29036043,23484109,5551934,2021-08-23 18:08:15
6247,32,Telangana,16998366,12670483,4327883,2021-08-23 18:08:15
6248,33,Tripura,3301920,2448215,853705,2021-08-23 18:08:15
6249,34,Uttar Pradesh,64223940,54022400,10201540,2021-08-23 18:08:15
6250,35,Uttarakhand,7827097,5958654,1868443,2021-08-23 18:08:15
6251,36,West Bengal,36707720,26581297,10126423,2021-08-23 18:08:15
6252,37,Daman and Diu,313389,251487,61902,2021-08-23 18:08:15
6253,1,Andaman and Nicobar Islands,346691,244619,102072,2021-08-24 18:15:31
6254,2,Andhra Pradesh,26879642,19682912,7196730,2021-08-24 18:15:31
6255,3,Arunachal Pradesh,928057,712974,215083,2021-08-24 18:15:31
6256,4,Assam,16095007,13246554,2848453,2021-08-24 18:15:31
6257,5,Bihar,33038455,27592696,5445759,2021-08-24 18:15:31
6258,6,Chandigarh,1061404,781165,280239,2021-08-24 18:15:31
6259,7,Chhattisgarh,12768949,9723100,3045849,2021-08-24 18:15:31
6260,8,Dadra and Nagar Haveli,411669,358152,53517,2021-08-24 18:15:31
6261,9,Delhi,12620139,9045542,3574597,2021-08-24 18:15:31
6262,10,Goa,1521833,1145426,376407,2021-08-24 18:15:31
6263,11,Gujarat,43666858,32934336,10732522,2021-08-24 18:15:31
6264,12,Haryana,15061412,11410487,3650925,2021-08-24 18:15:31
6265,13,Himachal Pradesh,6972767,5317699,1655068,2021-08-24 18:15:31
6266,14,Jammu and Kashmir,7612165,5894743,1717422,2021-08-24 18:15:31
6267,15,Jharkhand,11978587,9585976,2392611,2021-08-24 18:15:31
6268,16,Karnataka,37919138,28940673,8978465,2021-08-24 18:15:31
6269,17,Kerala,26596185,19547185,7049000,2021-08-24 18:15:31
6270,18,Ladakh,275706,191241,84465,2021-08-24 18:15:31
6271,19,Lakshadweep,72360,52151,20209,2021-08-24 18:15:31
6272,20,Madhya Pradesh,40205070,33599774,6605296,2021-08-24 18:15:31
6273,21,Maharashtra,54459876,40003859,14456017,2021-08-24 18:15:31
6274,22,Manipur,1492149,1185270,306879,2021-08-24 18:15:31
6275,23,Meghalaya,1298462,1007774,290688,2021-08-24 18:15:31
6276,24,Mizoram,897042,667463,229579,2021-08-24 18:15:31
6277,25,Nagaland,836318,649055,187263,2021-08-24 18:15:31
6278,26,Odisha,20951921,15980969,4970952,2021-08-24 18:15:31
6279,27,Puducherry,799269,628597,170672,2021-08-24 18:15:31
6280,28,Punjab,12597966,9603714,2994252,2021-08-24 18:15:31
6281,29,Rajasthan,40597908,30756546,9841362,2021-08-24 18:15:31
6282,30,Sikkim,669771,504320,165451,2021-08-24 18:15:31
6283,31,Tamil Nadu,29409869,23754296,5655573,2021-08-24 18:15:31
6284,32,Telangana,17133914,12773848,4360066,2021-08-24 18:15:31
6285,33,Tripura,3309892,2450246,859646,2021-08-24 18:15:31
6286,34,Uttar Pradesh,65217684,54874596,10343088,2021-08-24 18:15:31
6287,35,Uttarakhand,7916218,6025049,1891169,2021-08-24 18:15:31
